FID,District ,Block,Village,Typeof Observationl Well,Latitude,Longitude,WQL,WQL Category
526,Mahendergarh,N/chd,Bungarkha,DCB,27.93085857,76.15354999,1200,2
527,Mahendergarh,N/chd,Budhwal,DCB,27.81945037,76.16510348,600,2
528,Mahendergarh,N/chd,Datal,DW,27.86131232,76.1161429,800,2
529,Mahendergarh,N/chd,Donkhera,DW,27.85211836,76.0600206,700,2
530,Mahendergarh,N/chd,Kalba,DW,27.86872936,76.13730867,1500,2
531,Mahendergarh,N/chd,Saidlipur,DW,27.870281,76.07027434,700,2
532,Mahendergarh,N/chd,Nangal Kalia,DW,27.91888998,76.11815683,800,2
533,Mahendergarh,N/chd,Amarpura,DCB,28.01240219,76.06127884,1400,2
534,Mahendergarh,N/chd,Meghot Halla,DW,27.91,76.11,700,2
535,Mahendergarh,N/chd,Bhojawas,DW,27.94,76.14,1800,2
536,Mahendergarh,Shima,Khaspur,GB,28.12289058,76.14655337,1100,2
537,Mahendergarh,Shima,Atali,DW,28.16497152,76.19341786,5600,1
538,Mahendergarh,Shima,Meerpur,DCB,28.07003127,76.14898005,1000,2
539,Mahendergarh,Shima,Hudina,DW,28.13310434,76.11751186,1800,2
540,Mahendergarh,Shima,Faizabad,DW,28.11808568,76.12049406,800,2
541,Mahendergarh,Shima,Mundia Khera,DW,28.19283754,76.23313225,700,2
542,Mahendergarh,Shima,Shima,PT,28.15260101,76.16697487,3200,1
543,Mahendergarh,Nizampur,Basirpur,DCB,28.00900337,76.04427266,1600,2
544,Mahendergarh,Nizampur,Talot,DW,27.98333585,76.02607006,500,2
545,Mahendergarh,Nizampur,Dhanota,DW,28.01035291,75.99887506,400,2
546,Mahendergarh,Nizampur,Dancholi,DW,27.99117276,75.97129972,600,2
547,Mahendergarh,Nizampur,Bayal,DW,27.86375553,75.98506174,800,2
548,Mahendergarh,Nizampur,Bigopur,DW,27.9355765,76.0585686,600,2
549,Mahendergarh,Nizampur,Berundla,DW,27.88037713,76.03421777,1700,2
550,Mahendergarh,Nizampur,Gangutana,DW,27.86,76.04,600,2
551,Mahendergarh,Nizampur,G.Jat (N.Gaon),DW,27.86981203,76.00215576,900,2
552,Mahendergarh,Nizampur,Golwa,PH,27.84297623,76.02911128,800,2
553,Mahendergarh,Nizampur,Panchnota,DW,27.88688443,75.99945574,1000,2
554,Mahendergarh,Nizampur,B. Mokhuta,,27.9343911,75.94763436,900,2
555,Mahendergarh,Nizampur,Sareli,DW,27.84691769,76.0211395,1000,2
556,Mahendergarh,Nizampur,Pawera,DW,27.95284987,76.01343475,1300,2
557,Mahendergarh,Nijampur,Nijampur,,27.95665127,75.98950675,800,2
558,Mahendergarh,Satnali,Barda,DCB,28.32874421,76.0071543,1400,2
559,Mahendergarh,Satnali,Nawan,DCB,28.37361009,76.01266695,1500,2
560,Mahendergarh,Satnali,Birisingwas,DCB,28.38728022,76.00767357,1300,2
561,Mahendergarh,Satnali,Dalanwas,DCB,28.29647567,76.01237795,2100,1
562,Mahendergarh,Satnali,Nangal Mala,DCB,28.36417149,76.07036675,1200,2
563,Mahendergarh,Satnali,Balana,GB,28.27393739,76.06121698,600,2
564,Mahendergarh,Satnali,Akoda,GB,28.41439317,76.1477595,2000,2
565,Mahendergarh,Satnali,Sohla,DCB,28.23856483,76.03412182,1300,2
566,Mahendergarh,Satnali,Khudana,DW,28.40270659,76.11208169,1200,2
567,Rewari,Bawal,Banipur,DW,28.08546733,76.60055239,1500,2
568,Rewari,Bawal,Bawal,KOW/DW,28.06919686,76.60638579,2000,2
569,Rewari,Bawal,Bhandoj,DW,28.0223596,76.65874553,1500,2
570,Rewari,Bawal,Dharan,DW,28.10091656,76.50890835,2200,1
571,Rewari,Bawal,Darchna,DW,28.02195635,76.56797997,3900,1
572,Rewari,Bawal,Garhi,DW,28.10768664,76.67865974,1800,2
573,Rewari,Bawal,Jhabuwa,GB,28.01160248,76.61967389,1000,2
574,Rewari,Bawal,Kathuwas,DW,28.14604635,76.6558124,1100,2
575,Rewari,Bawal,Kasola,DW,28.13090749,76.65085893,2700,1
576,Rewari,Bawal,Khandora,DCB,28.04476964,76.4685822,3000,1
577,Rewari,Bawal,Naichana,DW,28.10552062,76.56271883,2100,1
578,Rewari,Bawal,Pragpura (Birwal),GB,28.13301491,76.52505204,2900,1
579,Rewari,Bawal,Raipur,DW,28.0525743,76.62504541,2800,1
580,Rewari,Bawal,Saban,DW,28.07769947,76.54596026,2200,1
581,Rewari,Bawal,Tankri,DCB,28.08055479,76.4871745,3600,1
582,Rewari,Bawal,Tihara,DW,28.04165745,76.57963206,2000,2
583,Rewari,Bawal,Pithanwas,DW,28.12,76.61,4900,1
584,Rewari,Jatusana,Balawas,DW,28.10072267,76.53059884,5000,1
585,Rewari,Jatusana,Berli Khurd,DW,28.28823256,76.51052082,3200,1
586,Rewari,Jatusana,Bhotwas,GB,28.22037768,76.52245212,2100,1
587,Rewari,Jatusana,Jatusana,KOW/DW,28.32020113,76.53594775,2300,1
588,Rewari,Jatusana,Jatusana,PT,28.32703394,76.53886809,2300,1
589,Rewari,Jatusana,Kanhori,DW,28.40519452,76.6173862,1200,2
590,Rewari,Jatusana,Mundawas,DW,28.0906914,76.64407078,2100,1
591,Rewari,Jatusana,Nangal Mundi,DW,28.26289014,76.49438729,2900,1
592,Rewari,Jatusana,Palhawas,DW,28.3509299,76.61961202,2000,2
593,Rewari,Jatusana,Rampuri,GB,28.31178213,76.44705889,1100,2
594,Rewari,Jatusana,Rohrai,DW,28.31480798,76.59956483,3100,1
595,Rewari,Jatusana,Shadipur,DW,28.29,76.63,2200,1
596,Rewari,Jatusana,Gurawara,GB,28.37832275,76.64137407,3100,1
597,Rewari,Khol,Buroli,DW,28.24431381,76.4455279,1300,2
598,Rewari,Khol,Gumina,PH,28.17358971,76.5128214,1500,2
599,Rewari,Khol,Khol,GB,28.19094849,76.39536908,700,2
600,Rewari,Khol,Kund Mandi,KOW/GB,28.14403607,76.39235736,600,2
601,Rewari,Khol,Rajpura,DW,28.19360177,76.51086498,2500,1
602,Rewari,Khol,Sundroj,DW,28.19014136,76.5311492,2900,1
603,Rewari,Khol,Bhalki Majra,GB,28.1622401,76.41726981,500,2
604,Rewari,Khol,Siha,GB,28.27889071,76.42064687,700,2
605,Rewari,Khol,Jainabad,PH,28.28337305,76.38112868,1000,2
606,Rewari,Khol,Dhawana,DCB,28.23597387,76.39140191,1100,2
607,Rewari,Khol,Mandola,PT,28.22190252,76.36657456,600,2
608,Rewari,Khol,Uncha,DCB,28.18642918,76.31459159,1200,2
609,Rewari,Nahar,Bahu,DW,28.44041176,76.31678232,1300,2
610,Rewari,Nahar,Bawa,DCB,28.39029144,76.3199829,1500,2
611,Rewari,Nahar,Bhakli,DW,28.41322627,76.47625358,1400,2
612,Rewari,Nahar,Bharangi,DW,28.41475185,76.37720455,2200,1
613,Rewari,Nahar,Bhurthala,GB,28.26918811,76.65012109,4500,1
614,Rewari,Nahar,Dharoli,DW,28.42268718,76.51978379,1100,2
615,Rewari,Nahar,Gamri,GB,28.40704863,76.34917228,2400,1
616,Rewari,Nahar,Garhi,DW,28.40916989,76.33469828,1500,2
617,Rewari,Nahar,Gudyani,GB,28.35296639,76.53423482,4100,1
618,Rewari,Nahar,Juddi,DW,28.4246771,76.4336948,2900,1
619,Rewari,Nahar,Karoli,DW,28.38161064,76.33623044,800,2
620,Rewari,Nahar,Khera Bahu,DW,28.34925197,76.38191462,1200,2
621,Rewari,Nahar,Mubarikpur,DW,28.40101132,76.54872289,6500,0
622,Rewari,Nahar,Nahar,KOW/DW,28.40365666,76.39436881,2500,1
623,Rewari,Nahar,Ratanthal,DW,28.3849884,76.59249427,4000,1
624,Rewari,Nahar,Sudharana,DW,28.44997231,76.42823717,2900,1
625,Rewari,Rewari,Akera,DW,28.22807262,76.84939786,2100,1
626,Rewari,Rewari,Dhana Alampur,DW,28.15,76.55,2200,1
627,Rewari,Rewari,Gujar Ghatal,DW,28.23133151,76.83245486,2300,1
628,Rewari,Rewari,Gurkawas,DW,28.23,76.61,3900,1
629,Rewari,Rewari,Hansaka,DW,28.20488002,76.68163442,1400,2
630,Rewari,Rewari,Hari Nagar,DW,28.19745787,76.57341659,6800,0
631,Rewari,Rewari,Jaitarawas,DW,28.13094282,76.56622934,1700,2
632,Rewari,Rewari,Jatuwas,DW,28.17009291,76.59198106,1900,2
633,Rewari,Rewari,Jonawas,DW,28.20112047,76.7020662,1700,2
634,Rewari,Rewari,Karnawas,DW,28.12457752,76.60312543,3100,1
635,Rewari,Rewari,Kumbhawas,DW,28.22,76.67,4100,1
636,Rewari,Rewari,Lakhnaur,DW,28.22801707,76.56363211,2000,2
637,Rewari,Rewari,Padniawas,DW,28.17322113,76.63656559,3900,1
638,Rewari,Rewari,Ramgarh,DW,28.23268366,76.67231521,2100,1
639,Rewari,Rewari,Rewari,KOW/DW,28.19580451,76.61433366,2300,1
640,Rewari,Rewari,Dharuhera,GB,28.21040345,76.79756156,3000,1
641,Rewari,Rewari,Kapriwas,GB,28.24322451,76.80526896,1500,2
642,Rewari,Rewari,Meerpur,GB,28.23,76.68,3100,1
643,Rohtak,Lakhen Majra,Nandal,O/W,29.05942566,76.49743251,0,2
644,Rohtak,Lakhen Majra,Lakhan Majra,KOW,29.03,76.48,0,2
645,Rohtak,Lakhen Majra,Chandi,O/W,29.02837738,76.50488235,0,2
646,Rohtak,Lakhen Majra,Chiri,O/W,29.04,76.53,0,2
647,Rohtak,Lakhen Majra,Sasroli,O/W,28.96,76.56,0,2
648,Rohtak,Lakhen Majra,Sunderpur,O/W,28.93340769,76.56120902,0,2
649,Rohtak,Lakhen Majra,Titoli,O/W,28.97936075,76.56336417,0,2
650,Rohtak,Sampla,Pakasma,O/W,28.86126217,76.73891102,0,2
651,Rohtak,Sampla,Hasangarh,O/W,28.82728864,76.84250287,0,2
652,Rohtak,Sampla,Ismaila,O/W,28.8,76.73,0,2
653,Rohtak,Sampla,Kultana,O/W,28.76181185,76.70911452,0,2
654,Rohtak,Sampla,Giji,O/W,28.80819333,76.77247179,0,2
655,Rohtak,Sampla,Sampla,P/T,28.766323,76.76945457,0,2
656,Rohtak,Sampla,Samchana,O/W,28.83263395,76.80322135,0,2
657,Rohtak,Sampla,Chulana,O/W,28.8,76.68,0,2
658,Rohtak,Kalanaur,Basana,O/W,28.87930291,76.37093594,0,2
659,Rohtak,Kalanaur,Sampal,O/W,28.85,76.35,0,2
660,Rohtak,Kalanaur,Kherari,O/W,28.82,76.35,0,2
661,Rohtak,Kalanaur,Gudhan,O/W,28.7938779,76.40022123,0,2
662,Rohtak,Kalanaur,Katesra,O/W,28.77473518,76.40399496,0,2
663,Rohtak,Kalanaur,Jindran,O/W,28.8222951,76.41884297,0,2
664,Rohtak,Kalanaur,Lahli,O/W,28.84642036,76.31697625,0,2
665,Rohtak,Kalanaur,Baniyani,O/W,28.8545963,76.51348331,0,2
666,Rohtak,Kalanaur,Nigana,O/W,28.76845895,76.43364881,0,2
667,Rohtak,Kalanaur,Kahanaur,O/W,28.76,76.5,0,2
668,Rohtak,Kalanaur,Sundana,O/W,28.77445706,76.51711043,0,2
669,Rohtak,Kalanaur,Pilana,O/W,28.71714664,76.39828759,0,2
670,Rohtak,Kalanaur,Ballab,O/W,28.81,76.52,0,2
671,Rohtak,Kalanaur,Sangahera,O/W,28.73058817,76.42045611,0,2
672,Rohtak,Rohtak,Bhagwatipur,O/W,28.98,76.51,0,2
673,Rohtak,Rohtak,Samar Gopalpur,O/W,28.96063731,76.50706803,0,2
674,Rohtak,Rohtak,Bahu Akaberpur,OW,28.9,76.46,0,2
675,Rohtak,Rohtak,Singhpura Khurd,O/W,28.9118884,76.52192709,0,2
676,Rohtak,Rohtak,Rohtak,KOW,28.88,76.61,0,2
677,Rohtak,Rohtak,Sunaria Kalan,O/W,28.85,76.56,0,2
678,Rohtak,Rohtak,Ladhout,O/W,28.94462541,76.67434807,0,2
679,Rohtak,Rohtak,Bakheta,O/W,28.91515779,76.80505267,0,2
680,Rohtak,Rohtak,Bohar,O/W,28.88,76.65,0,2
681,Rohtak,Rohtak,Majra /Asthal Bohar,O/W,28.86,76.63,0,2
682,Rohtak,Rohtak,Bhalaut,O/W,28.9,76.7,0,2
683,Rohtak,Rohtak,Assan,O/W,28.89517895,76.76236157,0,2
684,Rohtak,Rohtak,Kansala,O/W,28.882986,76.77988138,0,2
685,Rohtak,Rohtak,Simli,O/W,28.82,76.6,0,2
686,Rohtak,Rohtak,Karontha,O/W,28.79348173,76.6107769,0,2
687,Rohtak,Rohtak,Makroli Khurd,O/W,28.92663525,76.63165978,0,2
688,Rohtak,Rohtak,Mungan,O/W,28.91932361,76.76907287,0,2
689,Rohtak,Meham,Bedwa,O/W,29.06,76.31,0,2
690,Rohtak,Meham,Farmana Khas,O/W,29.04706634,76.34115168,0,2
691,Rohtak,Meham,Seman,OW,29.03532506,76.27835949,0,2
692,Rohtak,Meham,Bhaini Surjan,O/W,29.01,76.28,0,2
693,Rohtak,Meham,Bhaini Chanderpal,O/W,29.00961962,76.31324695,0,2
694,Rohtak,Meham,Meham,KOW,28.96400063,76.29113567,0,2
695,Rohtak,Meham,Sisar Khas,O/W,28.91,76.25,0,2
696,Rohtak,Meham,Bharain,O/W,28.96191709,76.38947053,0,2
697,Rohtak,Meham,Kharkhara,O/W,28.93,76.36,0,2
698,Rohtak,Meham,Balhamba,O/W,28.93,76.31,0,2
699,Rohtak,Meham,Ajaib,O/W,28.97367057,76.415616,0,2
700,Rohtak,Meham,Gurawar,O/W,28.97847385,76.45300332,0,2
701,Rohtak,Meham,Madina,O/W,28.93338172,76.42479609,0,2
702,Rohtak,Meham,Nidana,O/W,28.95235372,76.48308755,0,2
703,Rohtak,Meham,Mokhra Khas,OW,28.89692133,76.42490277,0,2
704,Rohtak,Meham,Bhaini Bharo,O/W,28.96,76.24,0,2
705,Jhajjar,Sahlawas,Sahlawas,KOW,28.4514093,76.47104286,0,2
706,Jhajjar,Sahlawas,Subana,O/W,28.46325572,76.56905745,0,2
707,Jhajjar,Sahlawas,Chhapar,O/W,28.43796466,76.60457002,0,2
708,Jhajjar,Matenhail,Matenhail,KOW,28.57331411,76.46812961,0,2
709,Jhajjar,Matenhail,Chhuchhakwas,O/W,28.59786056,76.51057599,0,2
710,Jhajjar,Matenhail,Marot,O/W,28.58741901,76.54372783,0,2
711,Jhajjar,Matenhail,Sasroli,O/W,28.51894392,76.39566221,0,2
712,Jhajjar,Matenhail,Jharli,O/W,28.49186932,76.38177556,0,2
713,Jhajjar,Matenhail,Goria,O/W,28.44597402,76.37763503,0,2
714,Jhajjar,Matenhail,Gawalison,O/W,28.59641644,76.56513661,0,2
715,Jhajjar,Matenhail,Kaliawas,O/W,28.59324951,76.35743743,0,2
716,Jhajjar,Bahadurgarh,Ladrawan,O/W,28.78399154,76.93523614,0,2
717,Jhajjar,Bahadurgarh,Rohad,O/W,28.73809516,76.800034,0,2
718,Jhajjar,Bahadurgarh,Mandothi,O/W,28.70448437,76.80522465,0,2
719,Jhajjar,Bahadurgarh,Bahadurgarh,KOW,28.69,76.92,0,2
720,Jhajjar,Bahadurgarh,Dulhera,O/W,28.64080588,76.77624386,0,2
721,Jhajjar,Bahadurgarh,Dabodha Khurd,O/W,28.65725866,76.82264432,0,2
722,Jhajjar,Bahadurgarh,Gola Kalan,O/W,28.61360855,76.78861475,0,2
723,Jhajjar,Bahadurgarh,Sidipur Lowa,O/W,28.63323344,76.91171328,0,2
724,Jhajjar,Bahadurgarh,Majri,O/W,28.5905712,76.83190348,0,2
725,Jhajjar,Bahadurgarh,Badli,O/W,28.56447578,76.8100766,0,2
726,Jhajjar,Bahadurgarh,Lagarpur,O/W,28.542658,76.82653506,0,2
727,Jhajjar,Bahadurgarh,Lohat,O/W,28.53519987,76.85387601,0,2
728,Jhajjar,Bahadurgarh,Bamnoli,O/W,28.72666268,76.94222223,0,2
729,Jhajjar,Bahadurgarh,Jasor Kheri,O/W,28.79110507,76.86496719,0,2
730,Jhajjar,Bahadurgarh,Brahi,O/W,28.73033434,76.89659314,0,2
731,Jhajjar,Bahadurgarh,Kulasi,O/W,28.77736951,76.90369194,0,2
732,Jhajjar,Bahadurgarh,Nilothi,O/W,28.80477286,76.8741287,0,2
733,Jhajjar,Beri,Dighal,O/W,28.76,76.62,0,2
734,Jhajjar,Beri,Dhandhlan,O/W,28.75,76.61,0,2
735,Jhajjar,Beri,Diwana,O/W,28.77,76.67,0,2
736,Jhajjar,Beri,Barhana,O/W,28.75,76.66,0,2
737,Jhajjar,Beri,Siwana,O/W,28.68792808,76.44101067,0,2
738,Jhajjar,Beri,Chimni,O/W,28.71622549,76.46723724,0,2
739,Jhajjar,Beri,Bakra,O/W,28.67260663,76.00793887,0,2
740,Jhajjar,Beri,Bishan,O/W,28.71667205,76.56118245,0,2
741,Jhajjar,Beri,Beri,KOW,28.6966287,76.57562827,0,2
742,Jhajjar,Beri,Palra,O/W,28.65050436,76.52762526,0,2
743,Jhajjar,Beri,Jahajgarh,O/W,28.63132935,76.55120358,0,2
744,Jhajjar,Beri,Malikpur,O/W,28.63370136,76.48197384,0,2
745,Jhajjar,Beri,Safipur,O/W,28.61801839,76.4675148,0,2
746,Jhajjar,Beri,Bhambhewa,O/W,28.79879548,76.64836302,0,2
747,Jhajjar,Beri,Chhochhi,O/W,28.71834671,76.67468296,0,2
748,Jhajjar,Jhajjar,Dujana,O/W,28.68,76.63,0,2
749,Jhajjar,Jhajjar,Gudha,O/W,28.6482394,76.63976847,0,2
750,Jhajjar,Jhajjar,Gurawar,O/W,28.64876036,76.68359377,0,2
751,Jhajjar,Jhajjar,Jhajjar,KOW,28.6,76.65,0,2
752,Jhajjar,Jhajjar,Kheri Asra,O/W,28.66,76.72,0,2
753,Jhajjar,Jhajjar,Kablana,O/W,28.61314815,76.74053648,0,2
754,Jhajjar,Jhajjar,Babra,O/W,28.56237259,76.6352293,0,2
755,Jhajjar,Jhajjar,Jahagirpur,O/W,28.58,76.74,0,2
756,Jhajjar,Jhajjar,Munimpur,O/W,28.53135814,76.74049895,0,2
757,Jhajjar,Jhajjar,Dadri Toa,O/W,28.50462942,76.74142813,0,2
758,Jhajjar,Jhajjar,Ladpur,O/W,28.54628966,76.74208099,0,2
759,Jhajjar,Jhajjar,Yaqupur,O/W,28.48563275,76.77452099,0,2
760,Jhajjar,Jhajjar,Talao,O/W,28.60271143,76.61883369,0,2
761,Jhajjar,Jhajjar,Dhour,O/W,28.53931173,76.71452907,0,2
762,Sonepat,Kathura,Kathura,P/T,29.08133888,76.57007292,0,2
763,Sonepat,Kathura,Banwasa,O/W,29.13689011,76.56064156,0,2
764,Sonepat,Kathura,Dhanana,O/W,29.1,76.5,0,2
765,Sonepat,Kathura,Nizampur,O/W,29.22453952,76.50439128,0,2
766,Sonepat,Gohana,Bali Barhaman,O/W,29.07,76.73,0,2
767,Sonepat,Gohana,Tihar,O/W,29.03321057,76.82531976,0,2
768,Sonepat,Gohana,Gohana,P/T,29.13211082,76.68302557,0,2
769,Sonepat,Mundlana,Gangana,O/W,29.22582709,76.61186035,0,2
770,Sonepat,Mundlana,Jagsi,O/W,29.24584779,76.6589578,0,2
771,Sonepat,Mundlana,Mundlana,P/T,29.2,76.76,0,2
772,Sonepat,Mundlana,Khandrai,O/W,29.15899013,76.67898556,0,2
773,Sonepat,Mundlana,Ishapur Kheri,O/W,29.206468,76.58826326,0,2
774,Sonepat,Ganaur,Bega,PHT,29.15,77.11,0,2
775,Sonepat,Ganaur,Datoli,PHT,29.15585055,77.07534667,0,2
776,Sonepat,Ganaur,Ganaur,PHT,29.13,77.01,0,2
777,Sonepat,Ganaur,Khubru,O/W,29.15804916,76.91978364,0,2
778,Sonepat,Ganaur,Larsoli,P/T,29.08,77.05,0,2
779,Sonepat,Ganaur,Purkhas,O/W,29.10338562,76.94701929,0,2
802,Sonepat,Rai,Ladpur,P/T,28.91,77.03,0,2
803,Sonepat,Rai,Kundli,P/T,28.86536012,77.12315044,0,2
804,Sonepat,Rai,Safiabad,P/T,28.96,77.08,0,2
805,Sonepat,Rai,Pabsera,P/T,28.92539079,77.18619969,0,2
806,Sonepat,Rai,Jakholi,P/T,28.93,77.16,0,2
807,Sonepat,Rai,Mirkpur,O/W,28.98,77.18,0,2
808,Gurugram,Gurugram,Kherki Daula,P/T,28.402,76.984,840,2
809,Gurugram,Gurugram,Wazirpur,P/T,28.4177388,76.91148922,1050,2
810,Gurugram,Gurugram,Gurgaon,P/T,28.46,77.027,1010,2
811,Gurugram,Gurugram,Wazirabad,O/W,28.44126384,77.08317417,1250,2
812,Gurugram,Gurugram,Sihi,P/T,28.41,76.96,700,2
813,Gurugram,Farrukh Nagar,Budhera,O/W,28.43684401,76.74455468,1100,2
814,Gurugram,Farrukh Nagar,Jamalpur,P/T,28.36575782,76.83506568,550,2
815,Gurugram,Farrukh Nagar,Sadhrana,P/T,28.45618588,76.90396748,800,2
816,Gurugram,Farrukh Nagar,Sultanpur,KOW,28.45602652,76.86606019,900,2
817,Gurugram,Farrukh Nagar,Farrukh Nagar,P/T,28.44278673,76.82270861,690,2
818,Gurugram,Farrukh Nagar,Jaraun,P/T,28.45303684,76.73058978,1300,2
819,Gurugram,Farrukh Nagar,Chandu,P/T,28.46842208,76.92195333,570,2
820,Gurugram,Pataudi,Panchgaon,P/T,28.318,76.897,900,2
821,Gurugram,Pataudi,Rajpura,P/T,28.34476403,76.71254833,2100,1
822,Gurugram,Pataudi,Sidhrawali,P/T,28.267,76.832,760,2
823,Gurugram,Pataudi,Khalilpur,P/T,28.28232657,76.68287792,2200,1
824,Gurugram,Pataudi,Pataudi,P/T,28.35,76.75,1700,2
825,Gurugram,Pataudi,Bilaspur,P/T,28.282,76.855,800,2
826,Gurugram,Pataudi,Uncha Majra,,28.309,76.808,380,2
827,Gurugram,Sohna,Damdama,O/W,28.29758605,77.1193523,600,2
828,Gurugram,Sohna,Gangola,O/W,28.25712303,77.20074979,5300,1
829,Gurugram,Sohna,Sohna,P/T,28.27101283,77.06299314,900,2
830,Gurugram,Sohna,Dhunela,P/T,28.28566779,77.07227724,800,2
831,Faridabad,Faridabad,Faridabad,KOW,28.38364421,77.31720355,1250,2
832,Faridabad,Ballabgarh,Alampur,OW,28.32711396,77.19006073,1350,2
833,Faridabad,Ballabgarh,Samaypur,OW,28.3141728,77.28457304,2450,1
834,Faridabad,Ballabgarh,Sahjahnpur,OW,28.31496621,77.47085224,1500,2
835,Faridabad,Ballabgarh,Chandpur,O/W,28.32298223,77.46517883,1200,2
836,Faridabad,Ballabgarh,Chhainsa,O/W,28.25551938,77.4654669,950,2
837,Faridabad,Ballabgarh,Ballabgarh,PT,28.3332811,77.32705656,3500,1
838,Faridabad,Ballabgarh,Dayalpur,OW,28.305,77.39,1200,2
839,Faridabad,Ballabgarh,Tigaon,,28.353,77.394,1300,2
840,Nuh,Taoru,Bhangow,O/W,28.27068339,77.00155825,630,2
841,Nuh,Taoru,Jorasi,O/W,28.23184135,76.91115931,1550,2
842,Nuh,Taoru,K.Khan Devla,O/W,28.31612229,76.96594001,620,2
843,Nuh,Taoru,M.P Ahir,O/W,28.27367528,76.96786922,1500,2
844,Nuh,Taoru,Rathiwas,O/W,28.23670207,76.8685928,1350,2
845,Nuh,Taoru,Subhashri,OW,28.1810994,76.90881915,1850,2
846,Nuh,Taoru,Sabras,P/T,28.26297265,76.93859672,950,2
847,Nuh,Taoru,Taoru,P/T,28.20789479,76.94910788,870,2
848,Nuh,Taoru,Rangala,P/T,28.23101853,76.88306492,650,2
849,Nuh,Nuh,Bainsi,O/W,28.0847983,77.10238165,670,2
850,Nuh,Nuh,Barwa,O/W,28.16793919,77.03120698,3850,1
851,Nuh,Nuh,Hasanpur,O/W,28.0851415,77.05487891,3750,1
852,Nuh,Nuh,Rojkamed,O/W,28.20336761,77.05197935,2850,1
853,Nuh,Nuh,Tappkan,O/W,28.14260833,76.98586623,2030,1
854,Nuh,Nuh,Mohd. Pur Nuh,O/W,28.02505944,76.95382253,1010,2
855,Nuh,Nuh,Nuh,KOW,28.10046459,77.01043424,3850,1
856,Nuh,Nagina,Gohana,0W,27.99586022,77.02364184,2130,1
857,Nuh,Nagina,Mandi Khera,0W,27.89240011,76.99330831,4200,1
858,Nuh,Nagina,Rithath,0W,27.87039667,76.9811459,2350,1
859,Nuh,Nagina,Bhadas,0W,27.93790134,77.01164669,5100,1
860,Nuh,Nagina,Rampur Bas,0W,27.8851714,76.98215723,4550,1
861,Nuh,Nagina,Nagina,K0W,27.91393636,76.98023299,2170,1
862,Nuh,Nagina,N. Mubarikpur,P/T,27.8848614,76.96125479,820,2
863,Nuh,Firojpur Jhirka,Agaon,O/W,27.72350344,76.96046516,1430,2
864,Nuh,Firojpur Jhirka,Biwan,O/W,27.75,77.05,2000,2
865,Nuh,Firojpur Jhirka,Ghatwasan,O/W,27.84014655,77.05808775,1530,2
866,Nuh,Firojpur Jhirka,Nasirbas,O/W,27.84053127,76.95957977,2390,1
867,Nuh,Firojpur Jhirka,Raoli,O/W,27.70827708,76.93270573,1700,2
868,Nuh,Firojpur Jhirka,Sakarpuri,O/W,27.71,76.96,2350,1
869,Nuh,Firojpur Jhirka,Sirasbas,O/W,27.82875347,77.06859858,690,2
870,Nuh,Firojpur Jhirka,Bhond,O/W,27.78242579,76.93016254,930,2
871,Nuh,Firojpur Jhirka,Kheria Kalan,O/W,27.86212655,77.04575791,1690,2
872,Nuh,Firojpur Jhirka,Solapur,O/W,27.74316928,76.9424012,1730,2
873,Nuh,Firojpur Jhirka,Firojpur Jhirka,KOW,27.78557309,76.94369434,1350,2
874,Nuh,Firojpur Jhirka,Naharika,P/T,27.8186513,77.019478,1750,2
875,Nuh,Firojpur Jhirka,Chittora,P/T,27.82856777,77.0179735,1630,2
876,Nuh,Punhana,Bisru,OW,27.90205139,77.20608822,2720,1
877,Nuh,Punhana,Aminabad,OW,27.79767288,77.24090009,2700,1
878,Nuh,Punhana,Bichhor,OW,27.84173992,77.30874768,3250,1
879,Nuh,Punhana,Gulalta,OW,27.91554432,77.1742096,2370,1
880,Nuh,Punhana,Lohinga Kalan,OW,27.83449699,77.13469358,1870,2
881,Nuh,Punhana,Niwana,OW,27.85282449,77.15878003,3750,1
882,Nuh,Punhana,Pinangwan,O/W,27.90146672,77.10192632,2000,2
883,Nuh,Punhana,Singar,OW,27.86363189,77.25128393,3600,1
884,Nuh,Punhana,Sikrawa,OW,27.95,77.14,3300,1
885,Nuh,Punhana,Sunehra,OW,27.8198582,77.21508187,3850,1
886,Nuh,Punhana,Sarauli,OW,27.93176454,77.18315372,7600,0
887,Nuh,Punhana,Ghira,OW,27.8712735,77.23360153,3050,1
888,Palwal,Palwal,Badha,O/W,28.12160942,77.22842556,3050,1
889,Palwal,Palwal,Deoli,OW,28.22618751,77.32242432,5900,1
890,Palwal,Palwal,Dhudola,OW,28.20157296,77.26305134,6350,0
891,Palwal,Palwal,Dhaliaka,O/W,28.21779715,77.2309779,3550,1
892,Palwal,Palwal,Hazipur,O/W,28.09284495,77.34158463,1550,2
893,Palwal,Palwal,Janauli,OW,28.18,77.35,2650,1
894,Palwal,Palwal,Misa,O/W,28.10375448,77.42385803,2650,1
895,Palwal,Palwal,Pirthala,OW,28.22746255,77.28872003,6100,0
896,Palwal,Palwal,Harfali,O/W,28.26235558,77.2734237,3630,1
897,Palwal,Palwal,Gopikhera,O/W,28.19750294,77.40945892,1550,2
898,Palwal,Palwal,Balai,O/W,28.18932036,77.45129032,1650,2
899,Palwal,Palwal,Peelak,O/W,28.13117371,77.40207365,5150,1
900,Palwal,Palwal,Alawalpur,O/W,28.18,77.378,1900,2
